Physical Address Suburb,Physical Address State,Physical Address Post Code,2015 Aged Care Planning Region (ACPR),SA4 Region,Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,Latitude,Longitude,2016-17 Australian Government Funding,Total Places
ALBANY CREEK,QLD,4035,Cabool,Moreton Bay - South,Residential,71,,,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.35006496,152.9656548,4854989,71
PADDINGTON,QLD,4064,Brisbane North,Brisbane Inner City,Residential,40,,,Alzheimer's Association of Queensland Inc,Charitable,Major Cities of Australia,-27.46805504,152.997321,2627392,40
SOUTH TOOWOOMBA,QLD,4350,Darling Downs,Toowoomba,Residential,32,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-27.57860987,151.955422,2285262,32
MACKAY,QLD,4740,Mackay,Mackay,Residential,140,,,The Corporation of the Franciscan Sisters of the Heart of Jesus (QLD),Religious,Inner Regional Australia,-21.15450457,149.1635819,9218629,140
TOOWOOMBA,QLD,4350,Darling Downs,Toowoomba,Residential,187,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-27.59640208,151.9714589,8965734,187
PARKINSON,QLD,4115,Brisbane South,Brisbane - South,Residential,100,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-27.62783614,153.0237323,6826418,100
JULATTEN,QLD,4871,Far North,Queensland - Outback,Residential,28,,,Adermina Pty Ltd,Private Incorporated Body,Outer Regional Australia,-16.5953513,145.3364375,2989779,28
YERONGA,QLD,4104,Brisbane South,Brisbane - South,Residential,100,,,Regis Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.51090214,153.0157088,5694232,100
HILLCREST,QLD,4118,Logan River Valley,Logan - Beaudesert,Residential,72,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.67610964,153.0274912,5401098,72
CARINA,QLD,4152,Brisbane South,Brisbane - South,Residential,128,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.47542508,153.0923933,9139766,128
NEW FARM,QLD,4005,Brisbane North,Brisbane Inner City,Residential,87,,,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.47167901,153.0437336,4322994,87
WYNNUM WEST,QLD,4178,Brisbane South,Brisbane - East,Residential,158,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.4437183,153.1490081,10657608,158
HOLLAND PARK WEST,QLD,4121,Brisbane South,Brisbane - South,Residential,72,,,CPSM Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.51495668,153.0547392,4751720,72
MILLBANK,QLD,4670,Wide Bay,Wide Bay,Residential,122,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-24.87073082,152.3241122,7558956,122
GREENSLOPES,QLD,4120,Brisbane South,Brisbane - South,Residential,36,,,Clanwilliam Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.50767098,153.0532358,1857743,36
MUNDINGBURRA,QLD,4812,Northern,Townsville,Residential,175,,,Ozcare,Charitable,Outer Regional Australia,-19.29048686,146.7791734,9615579,175
PELICAN WATERS,QLD,4551,Sunshine Coast,Sunshine Coast,Residential,86,,,Tilburg Proprietary Limited,Private Incorporated Body,Major Cities of Australia,-26.83469506,153.1128701,5488942,86
MERMAID BEACH,QLD,4218,South Coast,Gold Coast,Residential,81,,,TriCare Mermaid Beach Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-28.0471492,153.4347609,3651891,81
KENMORE HILLS,QLD,4069,Brisbane North,Brisbane - West,Residential,122,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.50061083,152.9329838,7952182,122
CALOUNDRA,QLD,4551,Sunshine Coast,Sunshine Coast,Residential,114,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-26.79799069,153.1200267,7150823,114
PIMLICO,QLD,4812,Northern,Townsville,Residential,33,,,Mercy Community Services North Queensland Limited,Charitable,Outer Regional Australia,-19.29011356,146.7881845,1989456,33
THE GAP,QLD,4061,Brisbane North,Brisbane - West,Residential,134,,,Regis Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.42892712,152.9437055,8478653,134
BEENLEIGH,QLD,4207,Logan River Valley,Logan - Beaudesert,Residential,80,,,Clanwilliam Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.7126109,153.2010412,3019432,80
NEW FARM,QLD,4005,Brisbane North,Brisbane Inner City,Residential,122,,,Ozcare,Charitable,Major Cities of Australia,-27.46677813,153.0440291,6397090,122
ROTHWELL,QLD,4022,Cabool,Moreton Bay - North,Residential,150,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.20858926,153.0380416,10876834,150
BIGGERA WATERS,QLD,4216,South Coast,Gold Coast,Residential,70,,,TriCare Labrador Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.9322208,153.4050124,4054027,70
ANNERLEY,QLD,4103,Brisbane South,Brisbane - South,Residential,118,,,TriCare Annerley Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.5083201,153.0321493,4671166,118
GYMPIE,QLD,4570,Sunshine Coast,Wide Bay,Residential,130,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,-26.18956469,152.6563316,9109162,130
NORTH IPSWICH,QLD,4305,West Moreton,Ipswich,Residential,170,,,Bundaleer Lodge Nursing Home Pty Ltd as Trustee for the Renton Family Trust No 1,Private Incorporated Body,Major Cities of Australia,-27.581807,152.763638,8864128,170
AVENELL HEIGHTS,QLD,4670,Wide Bay,Wide Bay,Residential,40,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-24.89497181,152.359337,2466814,40
KEPNOCK,QLD,4670,Wide Bay,Wide Bay,Residential,99,,,TriCare Bundaberg Aged Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,-24.87521188,152.3676365,5539468,99
BIRKDALE,QLD,4159,Brisbane South,Brisbane - East,Residential,90,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.50626394,153.2180277,7302957,90
JINDALEE,QLD,4074,Brisbane South,Brisbane - West,Residential,93,,,TriCare Jindalee Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.54331411,152.9400875,5750531,93
NEW FARM,QLD,4005,Brisbane North,Brisbane Inner City,Residential,88,,,RSL Care RDNS Limited,Charitable,Major Cities of Australia,-27.47326538,153.044381,5846710,88
OXLEY,QLD,4075,Brisbane South,Brisbane - West,Residential,76,,,The Corporation of the Order of the Canossian Sisters,Religious,Major Cities of Australia,-27.55427248,152.9666796,3352947,76
TOOWOOMBA,QLD,4350,Darling Downs,Toowoomba,Residential,81,,,TriCare Toowoomba Aged Care Pty Ltd,Private Incorporated Body,Inner Regional Australia,-27.5525525,151.9743939,5395668,81
BRASSALL,QLD,4305,West Moreton,Ipswich,Residential,82,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.59444898,152.7364609,5626493,82
MOUNT GRAVATT,QLD,4122,Brisbane South,Brisbane - South,Residential,148,,,TriCare Mt Gravatt Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.5475955,153.0847139,9091856,148
MITCHELTON,QLD,4053,Brisbane North,Brisbane - North,Residential,174,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-27.4073299,152.9679686,5265698,174
ANNANDALE,QLD,4814,Northern,Townsville,Residential,210,,,The Good Shepherd Limited,Charitable,Outer Regional Australia,-19.30962283,146.763096,12507788,210
CLONTARF,QLD,4019,Cabool,Moreton Bay - North,Residential,63,,,Beaumont Care (Holdings) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.24416274,153.0887123,4323392,63
LAIDLEY,QLD,4341,West Moreton,Ipswich,Residential,34,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-27.63065563,152.3956135,2449876,34
MOUNT GRAVATT EAST,QLD,4122,Brisbane South,Brisbane - South,Residential,78,,,Queensland Rehabilitation Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.52858683,153.0907546,5407442,78
NAMBOUR,QLD,4560,Sunshine Coast,Sunshine Coast,Residential,117,,,Sundale Ltd,Community Based,Major Cities of Australia,-26.62808921,152.9529706,7369209,117
KEDRON,QLD,4031,Brisbane North,Brisbane - North,Residential,41,,,CPSM Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.39823019,153.0221742,3061987,41
ACACIA RIDGE,QLD,4110,Brisbane South,Brisbane - South,Residential,44,,,Churches of Christ in Queensland,Religious,Major Cities of Australia,-27.58083033,153.0282786,3666416,44
SANDGATE,QLD,4017,Brisbane North,Brisbane - North,Residential,156,,,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.3112155,153.0615448,11680511,156
KANGAROO POINT,QLD,4169,Brisbane South,Brisbane Inner City,Residential,30,,,St Vincent's Care Services Ltd.,Religious,Major Cities of Australia,-27.47361682,153.0349856,2137889,30
TEWANTIN,QLD,4565,Sunshine Coast,Sunshine Coast,Residential,180,,,Aged Care Services 39 (Noosa) Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.38241468,153.0376618,12051947,180
CABOOLTURE,QLD,4510,Cabool,Moreton Bay - North,Residential,185,,,Regis Group Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.08155449,152.9660192,14154477,185
ALLORA,QLD,4362,Darling Downs,Darling Downs - Maranoa,Residential,21,,,Southern Cross Care (QLD) Inc,Religious,Inner Regional Australia,-28.04037381,151.9822386,1339573,21
RUNAWAY BAY,QLD,4216,South Coast,Gold Coast,Residential,86,,,TriCare Bayview Place Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.91785812,153.4034653,4287175,86
TOWNVIEW,QLD,4825,North West,Queensland - Outback,Residential,41,,,The Society for the Mount Isa Memorial Garden Settlement for the Aged,Community Based,Remote Australia,-20.73407019,139.5040526,2267481,41
PIMPAMA,QLD,4209,South Coast,Gold Coast,Residential,127,,,Netanya Noosa Pty Ltd,Private Incorporated Body,Major Cities of Australia,-27.79698981,153.2729904,8546855,127
KINGAROY,QLD,4610,Wide Bay,Wide Bay,Residential,60,,,The Uniting Church in Australia Property Trust (Q.),Religious,Inner Regional Australia,-26.54014541,151.8207964,4192863,60
KINGAROY,QLD,4610,Wide Bay,Wide Bay,Residential,40,,,Lutheran Church of Australia - Queensland District,Religious,Inner Regional Australia,-26.53179745,151.8445797,2519579,40
EMERALD,QLD,4720,Fitzroy,Fitzroy,Residential,20,,,The Uniting Church in Australia Property Trust (Q.),Religious,Outer Regional Australia,-23.51709846,148.1668457,1099880,20
LONGREACH,QLD,4730,Central West,Queensland - Outback,Residential,41,,,RSL Care RDNS Limited,Charitable,Very Remote Australia,-23.43399465,144.2580914,2763955,41
CHAPEL HILL,QLD,4069,Brisbane North,Brisbane - West,Residential,128,,,The Salvation Army (Queensland) Property Trust,Religious,Major Cities of Australia,-27.50821655,152.9559887,7911292,128
MUDGEERABA,QLD,4213,South Coast,Gold Coast,Residential,167,,,Estia Investments Pty Ltd,Private Incorporated Body,Major Cities of Australia,-28.076541,153.35241,9702066,167
CALOUNDRA,QLD,4551,Sunshine Coast,Sunshine Coast,Residential,69,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.78877869,153.1303753,5685896,69
NAMBOUR,QLD,4560,Sunshine Coast,Sunshine Coast,Residential,72,,,DPG Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-26.61964007,152.9532083,5685140,72
HIGHGATE HILL,QLD,4101,Brisbane South,Brisbane Inner City,Residential,43,,,Greek Ladies Philoptochos Society of St George Brisbane,Religious,Major Cities of Australia,-27.48224803,153.0158622,2750096,43
SINNAMON PARK,QLD,4073,Brisbane South,Brisbane - West,Residential,56,,,The Uniting Church in Australia Property Trust (Q.),Religious,Major Cities of Australia,-27.53814141,152.9492912,3844547,56
CLIFTON,QLD,4361,Darling Downs,Darling Downs - Maranoa,Residential,23,,,Clifton Co-Op Hospital Ltd,Community Based,Inner Regional Australia,-27.93024359,151.9106242,1549342,23
TAIGUM,QLD,4018,Brisbane North,Brisbane - North,Residential,102,,,The Corporation of the Synod of the Diocese of Brisbane,Religious,Major Cities of Australia,-27.3423407,153.0437193,7224490,102
INGLE FARM,SA,5098,Metropolitan North,Adelaide - North,Residential,98,,,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,-34.82409074,138.6563187,6218785,98
YAHL,SA,5291,South East,South Australia - South East,Residential,42,,,Goel Nominees Pty Ltd,Private Incorporated Body,Outer Regional Australia,-37.85771482,140.8418145,2838080,42
KINGSWOOD,SA,5062,Metropolitan South,Adelaide - South,Residential,38,,,Japara Aged Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.96834259,138.6151234,2368452,38
BALAKLAVA,SA,5461,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,22,,,Country Health SA Local Health Network Incorporated,State Government,Inner Regional Australia,-34.14019023,138.4189044,1266249,22
BARMERA,SA,5345,Riverland,South Australia - South East,Residential,31,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-34.2489541,140.4702644,2101131,31
KADINA,SA,5554,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,72,,,Estia Investments Pty Ltd,Private Incorporated Body,Outer Regional Australia,-33.95852557,137.7201446,4200052,72
BEULAH PARK,SA,5067,Metropolitan East,Adelaide - Central and Hills,Residential,52,,,Jakudo Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.920025,138.6414774,2597230,52
BRIGHTON,SA,5048,Metropolitan South,Adelaide - South,Residential,54,,,Minda Incorporated,Charitable,Major Cities of Australia,-35.0142895,138.5189151,3714562,54
FELIXSTOW,SA,5070,Metropolitan East,Adelaide - Central and Hills,Residential,115,,,Uniting Communities Incorporated,Religious,Major Cities of Australia,-34.89100212,138.6410797,7402008,115
CLARE,SA,5453,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,25,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-33.82969983,138.6133717,1525190,25
GLENELG,SA,5045,Metropolitan South,Adelaide - South,Residential,66,,,Uniting Communities Incorporated,Religious,Major Cities of Australia,-34.98260067,138.5138061,4369311,66
ST AGNES,SA,5097,Metropolitan North,Adelaide - North,Residential,163,,,Italian Benevolent Foundation SA Inc,Community Based,Major Cities of Australia,-34.8345267,138.7141246,10026837,163
PORT NOARLUNGA,SA,5167,Metropolitan South,Adelaide - South,Residential,72,,,Aged Care & Housing Group Inc,Charitable,Major Cities of Australia,-35.14754429,138.4789927,4693645,72
NURIOOTPA,SA,5355,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,23,,,Barossa Village Inc,Community Based,Inner Regional Australia,-34.46735555,138.9795714,1484625,23
MOUNT GAMBIER,SA,5290,South East,South Australia - South East,Residential,27,,,Boandik Lodge Inc,Community Based,Outer Regional Australia,-37.84264835,140.7898313,1464020,27
MILLICENT,SA,5280,South East,South Australia - South East,Residential,90,,,Boneham Aged Care Services Incorporated,Community Based,Outer Regional Australia,-37.59831101,140.35131,5320072,90
BORDERTOWN,SA,5268,South East,South Australia - South East,Residential,43,,,Country Health SA Local Health Network Incorporated,State Government,Outer Regional Australia,-36.31261698,140.7697087,2490353,43
WALLAROO,SA,5556,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,21,,,The Catholic Diocese of Port Pirie Inc,Religious,Outer Regional Australia,-33.93158724,137.630411,983608,21
MAGILL,SA,5072,Metropolitan East,Adelaide - Central and Hills,Residential,96,,,Clayton Church Homes Inc,Religious,Major Cities of Australia,-34.89918644,138.6693189,5837430,96
MORPHETTVILLE,SA,5043,Metropolitan South,Adelaide - South,Residential,173,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-34.98369136,138.5456102,9104564,173
PORT AUGUSTA,SA,5700,Flinders & Far North,South Australia - Outback,Residential,62,,,Corporation of the City of Port Augusta,Local Government,Outer Regional Australia,-32.4996651,137.7811176,3415317,62
HACKHAM,SA,5163,Metropolitan South,Adelaide - South,Residential,140,,,Allity Pty Ltd,Private Incorporated Body,Major Cities of Australia,-35.14764532,138.5273093,8693735,140
EUDUNDA,SA,5374,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,19,,,Country Health SA Local Health Network Incorporated,State Government,Inner Regional Australia,-34.17546662,139.0898414,1131542,19
PORT LINCOLN,SA,5606,Eyre Peninsula,South Australia - Outback,Residential,74,,,Eyre Peninsula Old Folks Home Inc,Community Based,Remote Australia,-34.71478768,135.8373911,3055037,74
FULLARTON,SA,5063,Metropolitan East,Adelaide - Central and Hills,Residential,184,,,Fullarton Lutheran Homes Inc,Religious,Major Cities of Australia,-34.95595515,138.6289655,10712807,184
RIVERTON,SA,5412,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,27,,,Gilbert Valley Senior Citizens Homes (Riverton) Inc,Community Based,Inner Regional Australia,-34.15845614,138.7434276,1359821,27
HAMLEY BRIDGE,SA,5401,"Yorke, Lower North & Barossa",Barossa - Yorke - Mid North,Residential,38,,,Hamley Bridge Memorial Hospital Inc,Community Based,Inner Regional Australia,-34.3587895,138.6770175,2237314,38
NORTH ADELAIDE,SA,5006,Metropolitan East,Adelaide - Central and Hills,Residential,87,,,Helping Hand Aged Care Inc,Charitable,Major Cities of Australia,-34.90663542,138.5890706,3463874,87
MAGILL,SA,5072,Metropolitan East,Adelaide - Central and Hills,Residential,18,,,Leahurst Home for Aged Trained Nurses Inc,Community Based,Major Cities of Australia,-34.9137605,138.6695563,613232,18
MENINGIE,SA,5264,"Hills, Mallee & Southern",South Australia - South East,Residential,30,,,Jallarah Homes Inc,Community Based,Outer Regional Australia,-35.69267982,139.3347006,1592264,30
